ID,Test Name,Year,Session,Subject,Number,Question,law,Option 1,Option 2,Option 3,Option 4,Answer,문제번호,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,비용($),예측답,정답여부,모델응답,프롬프트,Question_image
77,소방설비기사(기계분야),2007,1,소방유체역학,32,"점성계수가 1.4 × 10$^{-3}$kg/(m·s)인 유체가 평판 위를 u = 850y - 5 × 10$^{-6}$y$^3$ m/s의 속도분포로 흐르고 있다. 이 때 벽면에서의 전단응력은 몇 N/m$^2$ 인가? (단, y는 벽면으로부터 m 단위로 측정한 수직거리이다.)",,0.88,0.98,1.09,1.19,4,77,Claude Sonnet 4,300,38,20,49.35,168.99,1.71,220,10,230,중간,0.00081,N/A,False,"주어진 정보:
-","문제: 점성계수가 1.4 × 10$^{-3}$kg/(m·s)인 유체가 평판 위를 u = 850y - 5 × 10$^{-6}$y$^3$ m/s의 속도분포로 흐르고 있다. 이 때 벽면에서의 전단응력은 몇 N/m$^2$ 인가? (단, y는 벽면으로부터 m 단위로 측정한 수직거리이다.)

선택지:
1. 0.88
2. 0.98
3. 1.09
4. 1.19

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
78,소방설비기사(기계분야),2008,2,소방원론,16,건축물의 주요 구조부에 해당되지 않는 것은?,,기둥,작은 보,지붕,바닥,2,78,Claude Sonnet 4,300,39,20,50.0,170.77,1.78,101,5,106,중간,0.000378,2,True,2,"문제: 건축물의 주요 구조부에 해당되지 않는 것은?

선택지:
1. 기둥
2. 작은 보
3. 지붕
4. 바닥

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
79,소방설비기사(기계분야),2012,4,소방관계법규,54,소방시설을 구분하는 경우 소화설비에 해당되지 않는 것은?,,옥내소화전설비,제연설비,소화약제에 의한 간이소화용구,소화기,2,79,Claude Sonnet 4,300,40,20,50.63,172.66,1.89,125,5,130,중간,0.00045,2,True,2,"문제: 소방시설을 구분하는 경우 소화설비에 해당되지 않는 것은?

선택지:
1. 옥내소화전설비
2. 제연설비
3. 소화약제에 의한 간이소화용구
4. 소화기

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
80,소방설비기사(기계분야),2012,1,소방기계시설의 구조 및 원리,65,분말소화설비의 화재안전기준상 제1종 분말을 사용한 전역방출방식의 분말 소화설비에 있어서 방호구역 체적1m$^3$에 대한 소화약제는 몇 kg 인가?,,0.6,0.35,0.24,0.72,1,80,Claude Sonnet 4,300,40,20,50.0,174.45,1.8,157,5,162,중간,0.000546,3,False,3,"문제: 분말소화설비의 화재안전기준상 제1종 분말을 사용한 전역방출방식의 분말 소화설비에 있어서 방호구역 체적1m$^3$에 대한 소화약제는 몇 kg 인가?

선택지:
1. 0.6
2. 0.35
3. 0.24
4. 0.72

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
81,소방설비기사(기계분야),2020,4,소방관계법규,54,위험물안전관리법령상 제4류 위험물별 지정수량 기준의 연결이 틀린 것은?,O,특수인화물 - 50리터,알코올류 - 400리터,동식물유류 - 1000리터,제4석유류 - 6000리터,3,81,Claude Sonnet 4,300,40,20,49.38,176.35,1.9,149,5,154,중간,0.000522,1,False,1,"문제: 위험물안전관리법령상 제4류 위험물별 지정수량 기준의 연결이 틀린 것은?

선택지:
1. 특수인화물 - 50리터
2. 알코올류 - 400리터
3. 동식물유류 - 1000리터
4. 제4석유류 - 6000리터

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
82,소방설비기사(기계분야),2004,2,소방원론,10,"투명 용기, 물이 담긴 병 등이 렌즈상의 작용으로 인하여 태양광선이 굴절 또는 반사할 때 생기는 열에너지에 의해 출화되는 화재는?",,표면(表面)화재,심부(深部)화재,자연(自然)화재,수렴(收斂)화재,4,82,Claude Sonnet 4,300,41,20,50.0,178.26,1.91,174,5,179,중간,0.000597,4,True,4,"문제: 투명 용기, 물이 담긴 병 등이 렌즈상의 작용으로 인하여 태양광선이 굴절 또는 반사할 때 생기는 열에너지에 의해 출화되는 화재는?

선택지:
1. 표면(表面)화재
2. 심부(深部)화재
3. 자연(自然)화재
4. 수렴(收斂)화재

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
83,소방설비기사(기계분야),2010,4,소방원론,20,물의 기화열이 539cal인 것은 어떤 의미인가?,,0℃의 물 1g이 얼음으로 변화하는데 539cal의 열량이 필요하다.,0℃의 얼음 1g이 물로 변화하는데 539cal의 열량이 필요하다.,0℃의 물 1g이 100℃의 물로 변화하는데 539cal의 열량이 필요하다.,100℃의 물 1g이 수증기로 변화하는데 539cal의 열량이 필요하다.,4,83,Claude Sonnet 4,300,42,20,50.6,180.01,1.75,232,5,237,중간,0.000771,4,True,4,"문제: 물의 기화열이 539cal인 것은 어떤 의미인가?

선택지:
1. 0℃의 물 1g이 얼음으로 변화하는데 539cal의 열량이 필요하다.
2. 0℃의 얼음 1g이 물로 변화하는데 539cal의 열량이 필요하다.
3. 0℃의 물 1g이 100℃의 물로 변화하는데 539cal의 열량이 필요하다.
4. 100℃의 물 1g이 수증기로 변화하는데 539cal의 열량이 필요하다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
84,소방설비기사(기계분야),2017,2,소방관계법규,60,지하층을 포함한 층수가 16층 이상 40층 미만인 특정소방대상물의 소방시설 공사현장에 배치하여야 할 소방공사 책임감리원의 배치기준으로 옳은 것은?,O,총리령으로 정하는 특급감리원 중 소방기술사,총리령으로 정하는 특급감리원 이상의 소방공사 감리원(기계분야 및 전기분야),총리령으로 정하는 고급감리원 이상의 소방공사 감리원(기계분야 및 전기분야),총리령으로 정허는 중급감리원 이상의 소방공사 감리원(기계분야 및 전기분야),2,84,Claude Sonnet 4,300,42,20,50.0,181.82,1.81,290,5,295,중간,0.000945,3,False,3,"문제: 지하층을 포함한 층수가 16층 이상 40층 미만인 특정소방대상물의 소방시설 공사현장에 배치하여야 할 소방공사 책임감리원의 배치기준으로 옳은 것은?

선택지:
1. 총리령으로 정하는 특급감리원 중 소방기술사
2. 총리령으로 정하는 특급감리원 이상의 소방공사 감리원(기계분야 및 전기분야)
3. 총리령으로 정하는 고급감리원 이상의 소방공사 감리원(기계분야 및 전기분야)
4. 총리령으로 정허는 중급감리원 이상의 소방공사 감리원(기계분야 및 전기분야)

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
85,소방설비기사(기계분야),2021,4,소방관계법규,43,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 관리업자가 소방시설등의 점검을 마친 후 점검기록표에 기록하고 이를 해당 특정소방대상물에 부착하여야 하나 이를 위반하고 점검기록표를 거짓으로 작성하거나 해당 특정소방대상물에 부착하지 아니하였을 경우 벌칙 기준은?",O,100만원 이하의 벌금,200만원 이하의 벌금,300만원 이하의 벌금,500만원 이하의 벌금,3,85,Claude Sonnet 4,300,43,20,50.59,183.63,1.81,260,5,265,중간,0.000855,3,True,3,"문제: 화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 관리업자가 소방시설등의 점검을 마친 후 점검기록표에 기록하고 이를 해당 특정소방대상물에 부착하여야 하나 이를 위반하고 점검기록표를 거짓으로 작성하거나 해당 특정소방대상물에 부착하지 아니하였을 경우 벌칙 기준은?

선택지:
1. 100만원 이하의 벌금
2. 200만원 이하의 벌금
3. 300만원 이하의 벌금
4. 500만원 이하의 벌금

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
86,소방설비기사(기계분야),2010,2,소방기계시설의 구조 및 원리,62,소화용수가 지표면으로부터 내부수조바닥까지의 깊이가 몇 m 이상인 지하에 있는 경우에 가압송수장치를 설치해야 하는가?,,4,4.5,5,5.5,2,86,Claude Sonnet 4,300,43,20,50.0,185.62,1.99,139,5,144,중간,0.000492,3,False,3,"문제: 소화용수가 지표면으로부터 내부수조바닥까지의 깊이가 몇 m 이상인 지하에 있는 경우에 가압송수장치를 설치해야 하는가?

선택지:
1. 4
2. 4.5
3. 5
4. 5.5

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
87,소방설비기사(기계분야),2005,2,소방유체역학,38,"판의 절대온도 T가 시간 t에 따라 T=Ct$^{1/4}$ 로 변하고 있다. 여기서 C 는 상수이다. 이 판의 흑체방사도는 시간에 따라 어떻게 변하는가? (단, σ는 Stefan-Boltzman 상수이다.)",,σC,σC$^4$,σC$^4$ t,σ$^4$C$^4$ t,3,87,Claude Sonnet 4,300,43,21,49.43,187.68,2.06,193,10,203,중간,0.000729,N/A,False,주어진 조건을 분,"문제: 판의 절대온도 T가 시간 t에 따라 T=Ct$^{1/4}$ 로 변하고 있다. 여기서 C 는 상수이다. 이 판의 흑체방사도는 시간에 따라 어떻게 변하는가? (단, σ는 Stefan-Boltzman 상수이다.)

선택지:
1. σC
2. σC$^4$
3. σC$^4$ t
4. σ$^4$C$^4$ t

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
88,소방설비기사(기계분야),2017,1,소방관계법규,44,지정수량 미만인 위험물의 저장 또는 취급에 관한 기술상의 기준은 무엇으로 정하는가?,,대통령령,총리령,국민안전처장관령,시∙도의 조례,4,88,Claude Sonnet 4,300,44,21,50.0,189.73,2.05,134,5,139,중간,0.000477,4,True,4,"문제: 지정수량 미만인 위험물의 저장 또는 취급에 관한 기술상의 기준은 무엇으로 정하는가?

선택지:
1. 대통령령
2. 총리령
3. 국민안전처장관령
4. 시∙도의 조례

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
89,소방설비기사(기계분야),2012,2,소방원론,13,주된 연소 형태가 표면연소인 가연물로만 나열된 것은?,,"숯, 목탄","석탄, 종이","나프탈렌, 파라핀","니트로셀룰로오스, 질화면",1,89,Claude Sonnet 4,300,44,22,49.44,191.52,1.79,134,10,144,중간,0.000552,N/A,False,표면연소는 고체,"문제: 주된 연소 형태가 표면연소인 가연물로만 나열된 것은?

선택지:
1. 숯, 목탄
2. 석탄, 종이
3. 나프탈렌, 파라핀
4. 니트로셀룰로오스, 질화면

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
90,소방설비기사(기계분야),2007,4,소방원론,9,다음 중 인화성 액체의 화재가 해당되는 것은?,,A급 화재,B급 화재,C급 화재,D급 화재,2,90,Claude Sonnet 4,300,45,22,50.0,193.49,1.97,105,5,110,중간,0.00039,2,True,2,"문제: 다음 중 인화성 액체의 화재가 해당되는 것은?

선택지:
1. A급 화재
2. B급 화재
3. C급 화재
4. D급 화재

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
91,소방설비기사(기계분야),2018,4,소방유체역학,38,"지름 2cm의 금속 공은 선풍기를 켠 상태에서 냉각하고, 지름 4cm의 금속 공은 선풍기를 끄고 냉각할 때 동일 시간당 발생하는 대류 열전달량의 비(2cm 공 : 4cm 공)는? (단, 두 경우 온도차는 같고, 선풍기를 켜면 대류 열전달계수가 10배가 된다고 가정한다.)",,01:00.3,01:00.4,1:05,1:10,2,91,Claude Sonnet 4,300,45,23,49.45,195.69,2.2,232,10,242,중간,0.000846,N/A,False,대류 열전달량은,"문제: 지름 2cm의 금속 공은 선풍기를 켠 상태에서 냉각하고, 지름 4cm의 금속 공은 선풍기를 끄고 냉각할 때 동일 시간당 발생하는 대류 열전달량의 비(2cm 공 : 4cm 공)는? (단, 두 경우 온도차는 같고, 선풍기를 켜면 대류 열전달계수가 10배가 된다고 가정한다.)

선택지:
1. 01:00.3
2. 01:00.4
3. 1:05
4. 1:10

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
92,소방설비기사(기계분야),2009,4,소방원론,19,공기의 요동이 심하면 불꽃이 노즐에 정착하지 못하고 떨어지게 되어 꺼지는 현상을 무엇이라 하는가?,,역화,블로우 오프,불완전 연소,플래쉬 오버,2,92,Claude Sonnet 4,300,46,23,50.0,197.64,1.95,147,5,152,중간,0.000516,2,True,2,"문제: 공기의 요동이 심하면 불꽃이 노즐에 정착하지 못하고 떨어지게 되어 꺼지는 현상을 무엇이라 하는가?

선택지:
1. 역화
2. 블로우 오프
3. 불완전 연소
4. 플래쉬 오버

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
93,소방설비기사(기계분야),2016,1,소방기계시설의 구조 및 원리,67,경사강하식구조대의 구조에 대한 설명으로 틀린 것은?,,구조대 본체는 강하방향으로 봉합부가 설치되어야 한다.,입구틀 및 취부틀의 입구는 지름 50cm 이상의 구체가 통과할 수 있어야 한다.,손잡이는 출구부근에 좌우 각3개 이상 균일한 간격으로 견고하게 부착하여야 한다.,구조대 본체의 활강부는 낙하방지를 위해 포를 2중 구조로 하거나 또는 망목의 변의 길이가 8cm 이하인 망을 설치하여야 한다.,1,93,Claude Sonnet 4,300,46,23,49.46,199.74,2.09,283,5,288,중간,0.000924,3,False,3,"문제: 경사강하식구조대의 구조에 대한 설명으로 틀린 것은?

선택지:
1. 구조대 본체는 강하방향으로 봉합부가 설치되어야 한다.
2. 입구틀 및 취부틀의 입구는 지름 50cm 이상의 구체가 통과할 수 있어야 한다.
3. 손잡이는 출구부근에 좌우 각3개 이상 균일한 간격으로 견고하게 부착하여야 한다.
4. 구조대 본체의 활강부는 낙하방지를 위해 포를 2중 구조로 하거나 또는 망목의 변의 길이가 8cm 이하인 망을 설치하여야 한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
94,소방설비기사(기계분야),2018,4,소방원론,16,피난로의 안전구획 중 2차 안전구획에 속하는 것은?,,복도,계단부속실(계단전실),계단,피난층에서 외부와 직면한 현관,2,94,Claude Sonnet 4,300,47,23,50.0,201.62,1.88,123,5,128,중간,0.000444,2,True,2,"문제: 피난로의 안전구획 중 2차 안전구획에 속하는 것은?

선택지:
1. 복도
2. 계단부속실(계단전실)
3. 계단
4. 피난층에서 외부와 직면한 현관

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
95,소방설비기사(기계분야),2015,4,소방원론,12,물리적 소화방법이 아닌 것은?,,연쇄반응의 억제에 의한 방법,냉각에 의한 방법,공기와의 접촉 차단에 의한 방법,가연물 제거에 의한 방법,1,95,Claude Sonnet 4,300,48,23,50.53,203.4,1.79,139,5,144,중간,0.000492,1,True,1,"문제: 물리적 소화방법이 아닌 것은?

선택지:
1. 연쇄반응의 억제에 의한 방법
2. 냉각에 의한 방법
3. 공기와의 접촉 차단에 의한 방법
4. 가연물 제거에 의한 방법

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
96,소방설비기사(기계분야),2012,2,소방기계시설의 구조 및 원리,65,다음은 물 분무소화설비의 가압송수장치에 관한 화재안전기준이다. 틀린 것은?,,가압송수장치가 기동이 된 경우에는 자동으로 정지되지 아니하도록 하여야 한다.,가압송수장치(충압펌프 포함)에는 순환배관을 설치하여야 한다.,가압송수장치에는 펌프의 성능을 시험하기 위한 배관을 설치하여야 한다.,"가압송수장치는 점검이 편리하고, 화재 등의 재해로 인한 피해를 받을 우려가 없는 곳에 설치하여야 한다.",2,96,Claude Sonnet 4,300,49,23,51.04,205.39,1.99,279,5,284,중간,0.000912,2,True,2,"문제: 다음은 물 분무소화설비의 가압송수장치에 관한 화재안전기준이다. 틀린 것은?

선택지:
1. 가압송수장치가 기동이 된 경우에는 자동으로 정지되지 아니하도록 하여야 한다.
2. 가압송수장치(충압펌프 포함)에는 순환배관을 설치하여야 한다.
3. 가압송수장치에는 펌프의 성능을 시험하기 위한 배관을 설치하여야 한다.
4. 가압송수장치는 점검이 편리하고, 화재 등의 재해로 인한 피해를 받을 우려가 없는 곳에 설치하여야 한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
97,소방설비기사(기계분야),2011,4,소방원론,4,"메탄 80vol%, 에탄 15vol%, 프로판 5vol% 인 혼합가스의 공기 중 폭발 하한계는 약 몇 vol% 인가? (단, 메탄, 에탄 프로판의 공기 중 폭발 하한계는 5.0%, 3.0%, 2.1% 이다.)",,3.23,3.61,4.02,4.28,4,97,Claude Sonnet 4,300,49,24,50.52,207.43,2.04,184,10,194,중간,0.000702,N/A,False,혼합가스의 폭,"문제: 메탄 80vol%, 에탄 15vol%, 프로판 5vol% 인 혼합가스의 공기 중 폭발 하한계는 약 몇 vol% 인가? (단, 메탄, 에탄 프로판의 공기 중 폭발 하한계는 5.0%, 3.0%, 2.1% 이다.)

선택지:
1. 3.23
2. 3.61
3. 4.02
4. 4.28

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
98,소방설비기사(기계분야),2010,2,소방기계시설의 구조 및 원리,71,아파트에 설치하는 자동식 소화기의 설치기준 중 부적합한 것은?,,아파트의 각 세대별 주방에 설치한다.,소화약제 방출구는 환기구의 청소부분과 분리되어 있어야 한다.,자동식 소화기에 사용하는 가스누설 경보 차단장치는 감지부와 1m 이내에 위치한다.,"자동식 소화기의 탐지부는 수신부와 분리하여 설치하되, 공기보다 무거운 가스 사용시는 바닥에 30cm 이하에 위치한다.)",3,98,Claude Sonnet 4,300,50,24,51.02,209.18,1.75,261,5,266,중간,0.000858,3,True,3,"문제: 아파트에 설치하는 자동식 소화기의 설치기준 중 부적합한 것은?

선택지:
1. 아파트의 각 세대별 주방에 설치한다.
2. 소화약제 방출구는 환기구의 청소부분과 분리되어 있어야 한다.
3. 자동식 소화기에 사용하는 가스누설 경보 차단장치는 감지부와 1m 이내에 위치한다.
4. 자동식 소화기의 탐지부는 수신부와 분리하여 설치하되, 공기보다 무거운 가스 사용시는 바닥에 30cm 이하에 위치한다.)

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
99,소방설비기사(기계분야),2004,2,소방원론,12,경유화재가 발생할 때 주수소화가 부적당한 이유는?,,경유는 물보다 비중이 가벼워 물위에 떠서 화재 확대의 우려가 있으므로,경유는 물과 반응하여 유독가스를 발생하므로 다. 경유의 연소열로 인하여 산소가 방출되어 연소를 돕기 때문에,경유의 연소열로 인하여 산소가 방출되어 연소를 돕기 때문에,경유가 연소할 때 수소가스를 발생하여 연소를 돕기 때문에,1,99,Claude Sonnet 4,300,51,24,51.52,211.17,2.0,256,10,266,중간,0.000918,1,True,"1

경유는 물보다","문제: 경유화재가 발생할 때 주수소화가 부적당한 이유는?

선택지:
1. 경유는 물보다 비중이 가벼워 물위에 떠서 화재 확대의 우려가 있으므로
2. 경유는 물과 반응하여 유독가스를 발생하므로 다. 경유의 연소열로 인하여 산소가 방출되어 연소를 돕기 때문에
3. 경유의 연소열로 인하여 산소가 방출되어 연소를 돕기 때문에
4. 경유가 연소할 때 수소가스를 발생하여 연소를 돕기 때문에

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
100,소방설비기사(기계분야),2005,2,소방관계법규,53,다음 중 소방시설관리업의 보조 기술인력으로 등록할 수 없는 자는?,,소방설비기사,산업안전기사,소방설비산업기사,소방공무원 3년 이상 근무 경력자로 소방시설 인정자격수첩을 교부 받은 자,2,100,Claude Sonnet 4,300,52,24,52.0,212.9,1.72,161,5,166,중간,0.000558,2,True,2,"문제: 다음 중 소방시설관리업의 보조 기술인력으로 등록할 수 없는 자는?

선택지:
1. 소방설비기사
2. 산업안전기사
3. 소방설비산업기사
4. 소방공무원 3년 이상 근무 경력자로 소방시설 인정자격수첩을 교부 받은 자

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
101,소방설비기사(기계분야),2013,4,소방원론,19,화재 분류에서 C급 화재에 해당하는 것은?,,전기화재,차량화재,일반화재,유류화재,1,101,Claude Sonnet 4,300,53,24,52.48,214.73,1.83,103,5,108,중간,0.000384,1,True,1,"문제: 화재 분류에서 C급 화재에 해당하는 것은?

선택지:
1. 전기화재
2. 차량화재
3. 일반화재
4. 유류화재

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
102,소방설비기사(기계분야),2010,2,소방관계법규,42,건축허가등의 동의 대상물의 범위로 옳지 않은 것은?,,연면적 400 제곱미터 이상인 건축물,항공기 격납고,방송용 송ㆍ수신탑,지하층 또는 무창층이 있는 건축물로서 바닥면적이 50 제곱미터 이상인 층이 있는 것,4,102,Claude Sonnet 4,300,53,24,51.96,216.56,1.83,180,5,185,중간,0.000615,1,False,1,"문제: 건축허가등의 동의 대상물의 범위로 옳지 않은 것은?

선택지:
1. 연면적 400 제곱미터 이상인 건축물
2. 항공기 격납고
3. 방송용 송ㆍ수신탑
4. 지하층 또는 무창층이 있는 건축물로서 바닥면적이 50 제곱미터 이상인 층이 있는 것

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
103,소방설비기사(기계분야),2004,1,소방유체역학,29,제 2종 분말 소화약제가 열분해 되었을때 생성되는 물질이 아닌 것은 ?,,CO$_2$,H$_2$O,H$_3$PO$_4$,K$_2$CO$_3$,3,103,Claude Sonnet 4,300,53,25,51.46,218.82,2.26,132,10,142,중간,0.000546,N/A,False,제2종 분말 소화,"문제: 제 2종 분말 소화약제가 열분해 되었을때 생성되는 물질이 아닌 것은 ?

선택지:
1. CO$_2$
2. H$_2$O
3. H$_3$PO$_4$
4. K$_2$CO$_3$

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
104,소방설비기사(기계분야),2005,2,소방유체역학,33,"어떤 액체의 비중을 측정하기 위하여 납으로 만든 추(무게 4 N, 체적 1.29×10$^{-4}$ m$^3$)를 액체 중에 넣고 무게를 재었더니 2.97 N이었다. 이 액체의 비중은 얼마인가? (단, 물의 비중량은 9800 N/m$^3$이다.)",,8.15,4.08,1.63,0.815,4,104,Claude Sonnet 4,300,53,26,50.96,220.63,1.81,207,10,217,중간,0.000771,N/A,False,주어진 정보를 정,"문제: 어떤 액체의 비중을 측정하기 위하여 납으로 만든 추(무게 4 N, 체적 1.29×10$^{-4}$ m$^3$)를 액체 중에 넣고 무게를 재었더니 2.97 N이었다. 이 액체의 비중은 얼마인가? (단, 물의 비중량은 9800 N/m$^3$이다.)

선택지:
1. 8.15
2. 4.08
3. 1.63
4. 0.815

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
105,소방설비기사(기계분야),2005,1,소방원론,5,중앙코너방식으로 피난자의 집중으로 패닉현상이 일어날 우려가 있는 형태는 어떤 형인가?,,T형,X형,Z형,H형,4,105,Claude Sonnet 4,300,53,26,50.48,222.59,1.96,118,5,123,중간,0.000429,2,False,2,"문제: 중앙코너방식으로 피난자의 집중으로 패닉현상이 일어날 우려가 있는 형태는 어떤 형인가?

선택지:
1. T형
2. X형
3. Z형
4. H형

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
106,소방설비기사(기계분야),2022,2,소방관계법규,55,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 건축허가 등을 할 때 미리 소방본부장 또는 소방서장의 동의를 받아야 하는 건축물 등의 범위기준이 아닌 것은?",O,노유자시설 및 수련시설로서 연면적 100m² 이상인 건축물,지하층 또는 무창층이 있는 건축물로서 바닥면적이 150m² 이상인 층이 있는 것,차고·주차장으로 사용되는 바닥면적이 200m² 이상인 층이 있는 건축물이나 주차시설,장애인 의료재활시설로서 연면적 300m² 이상인 건축물,1,106,Claude Sonnet 4,300,53,26,50.0,224.49,1.9,303,5,308,중간,0.000984,4,False,4,"문제: 화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 건축허가 등을 할 때 미리 소방본부장 또는 소방서장의 동의를 받아야 하는 건축물 등의 범위기준이 아닌 것은?

선택지:
1. 노유자시설 및 수련시설로서 연면적 100m² 이상인 건축물
2. 지하층 또는 무창층이 있는 건축물로서 바닥면적이 150m² 이상인 층이 있는 것
3. 차고·주차장으로 사용되는 바닥면적이 200m² 이상인 층이 있는 건축물이나 주차시설
4. 장애인 의료재활시설로서 연면적 300m² 이상인 건축물

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
107,소방설비기사(기계분야),2022,1,소방유체역학,28,"물분무 소화설비의 가압송수장치로 전동기 구동형 펌프를 사용하였다. 펌프의 토출량 800L/min, 전양정 50m, 효율 0.65, 전달계수 1.1인 경우 적당한 전동기 용량은 몇 kW인가?",,4.2,4.7,10,11.1,4,107,Claude Sonnet 4,300,53,27,49.53,226.39,1.9,176,10,186,중간,0.000678,N/A,False,"주어진 조건:
-","문제: 물분무 소화설비의 가압송수장치로 전동기 구동형 펌프를 사용하였다. 펌프의 토출량 800L/min, 전양정 50m, 효율 0.65, 전달계수 1.1인 경우 적당한 전동기 용량은 몇 kW인가?

선택지:
1. 4.2
2. 4.7
3. 10
4. 11.1

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
108,소방설비기사(기계분야),2007,4,소방기계시설의 구조 및 원리,61,스프링클러설비의 화재안전기준 상 소방 대상물의 층마다 설치하는 스프링클러설비의 제어밸브는 그 층 바닥면으로부터 몇 m 높이에 설치하여야 하는가?,,0.8 이상 1.5 이하,0.5 이상 1.0 이하,0.3 이상 1.3 이하,1.0 이상 2.0 이하,1,108,Claude Sonnet 4,300,54,27,50.0,228.13,1.74,199,5,204,중간,0.000672,1,True,1,"문제: 스프링클러설비의 화재안전기준 상 소방 대상물의 층마다 설치하는 스프링클러설비의 제어밸브는 그 층 바닥면으로부터 몇 m 높이에 설치하여야 하는가?

선택지:
1. 0.8 이상 1.5 이하
2. 0.5 이상 1.0 이하
3. 0.3 이상 1.3 이하
4. 1.0 이상 2.0 이하

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
109,소방설비기사(기계분야),2021,4,소방기계시설의 구조 및 원리,79,물분무소화설비의 화재안전기준상 물분무헤드를 설치하지 아니할 수 있는 장소의 기준 중 다음 ( ) 안에 알맞은 것은? 운전시에 표면의 온도가  ( )℃ 이상으로 되는 등 직접 분무를 하는 경우 그 부분에 손상을 입힐 우려가 있는 기계장치 등이 있는 장소,,160,200,260,300,3,109,Claude Sonnet 4,300,55,27,50.46,230.28,2.14,210,5,215,중간,0.000705,3,True,3,"문제: 물분무소화설비의 화재안전기준상 물분무헤드를 설치하지 아니할 수 있는 장소의 기준 중 다음 ( ) 안에 알맞은 것은? 운전시에 표면의 온도가  ( )℃ 이상으로 되는 등 직접 분무를 하는 경우 그 부분에 손상을 입힐 우려가 있는 기계장치 등이 있는 장소

선택지:
1. 160
2. 200
3. 260
4. 300

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
110,소방설비기사(기계분야),2003,2,소방기계시설의 구조 및 원리,62,"간이소화용구인 마른모래 50ℓ, 5 포와 삽을 비치한 상태 일 때 능력단위는 얼마인가?",,1.5 단위,2 단위,2.5 단위,4 단위,3,110,Claude Sonnet 4,300,55,28,50.0,232.44,2.16,136,10,146,중간,0.000558,N/A,False,간이소화용구의 능,"문제: 간이소화용구인 마른모래 50ℓ, 5 포와 삽을 비치한 상태 일 때 능력단위는 얼마인가?

선택지:
1. 1.5 단위
2. 2 단위
3. 2.5 단위
4. 4 단위

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only
